Place,City,total_reviews,rating_promedio,negativo,neutral,positivo,prop_negativo,prop_neutral,prop_positivo,indice_percepcion
Vega City Mall,Bengaluru,57,4.192982456140351,2,11,44,0.03508771929824561,0.19298245614035087,0.7719298245614035,0.7368421052631579
Dudhadari Temple,Raipur,19,4.157894736842105,0,5,14,0.0,0.2631578947368421,0.7368421052631579,0.7368421052631579
Kankali Devi Temple,Jabalpur,19,4.157894736842105,0,5,14,0.0,0.2631578947368421,0.7368421052631579,0.7368421052631579
Sagar Lake,Amer,19,4.157894736842105,0,5,14,0.0,0.2631578947368421,0.7368421052631579,0.7368421052631579
Tata Tea Outlet,Pallivasal,19,4.105263157894737,0,5,14,0.0,0.2631578947368421,0.7368421052631579,0.7368421052631579
D Mall,New Delhi,19,4.052631578947368,0,5,14,0.0,0.2631578947368421,0.7368421052631579,0.7368421052631579
Maa Cuttack Chandi Mandir,Cuttack,19,4.0,0,5,14,0.0,0.2631578947368421,0.7368421052631579,0.7368421052631579
Anjneri Hill,Nashik,129,4.310077519379845,3,28,98,0.023255813953488372,0.21705426356589147,0.7596899224806202,0.7364341085271318
Tashi View Point,Gangtok,755,4.2052980132450335,41,117,597,0.054304635761589407,0.15496688741721854,0.7907284768211921,0.7364238410596027
Mandvi Beach,Mandvi,110,4.290909090909091,6,17,87,0.05454545454545454,0.15454545454545454,0.7909090909090909,0.7363636363636363
Aru Valley,Pahalgam,857,4.319719953325555,38,150,669,0.044340723453908985,0.1750291715285881,0.780630105017503,0.736289381563594
Safdarjung's Tomb,New Delhi,326,4.303680981595092,7,72,247,0.02147239263803681,0.22085889570552147,0.7576687116564417,0.7361963190184049
Crystal Mall,Jaipur,72,4.194444444444445,2,15,55,0.027777777777777776,0.20833333333333334,0.7638888888888888,0.736111111111111
Vagamon Pine Forest,Vagamon,269,4.24907063197026,13,45,211,0.048327137546468404,0.16728624535315986,0.7843866171003717,0.7360594795539033
Vaikom Mahadeva Temple,Kottayam,125,4.2,2,29,94,0.016,0.232,0.752,0.736
Patna Museum,Patna,159,4.20125786163522,6,30,123,0.03773584905660377,0.18867924528301888,0.7735849056603774,0.7358490566037736
Ripple Waterfalls,Munnar,53,4.132075471698113,1,12,40,0.018867924528301886,0.22641509433962265,0.7547169811320755,0.7358490566037736
Thanneerchal Park,Tripunithura,34,4.323529411764706,0,9,25,0.0,0.2647058823529412,0.7352941176470589,0.7352941176470589
Cloud's End,Mussoorie,204,4.294117647058823,14,26,164,0.06862745098039216,0.12745098039215685,0.803921568627451,0.7352941176470589
Bhadra River Project Dam,Shimoga,68,4.279411764705882,5,8,55,0.07352941176470588,0.11764705882352941,0.8088235294117647,0.7352941176470589
Majnu ka Tilla,New Delhi,136,4.25,5,26,105,0.03676470588235294,0.19117647058823528,0.7720588235294118,0.7352941176470589
Abhayaranyam Zoo,Kodanad,34,4.176470588235294,2,5,27,0.058823529411764705,0.14705882352941177,0.7941176470588235,0.7352941176470588
Solomon's Temple,Aizawl,34,4.176470588235294,1,7,26,0.029411764705882353,0.20588235294117646,0.7647058823529411,0.7352941176470588
Mahakali Temple,Chandrapur,34,4.147058823529412,1,7,26,0.029411764705882353,0.20588235294117646,0.7647058823529411,0.7352941176470588
Sri Vekateswara Swamy Temple,Tirumala,83,4.349397590361446,2,18,63,0.024096385542168676,0.21686746987951808,0.7590361445783133,0.7349397590361446
Gurdwara Pathar Sahib,Leh,1245,4.256224899598394,60,210,975,0.04819277108433735,0.1686746987951807,0.7831325301204819,0.7349397590361445
Kali Temple,Darjeeling,132,4.234848484848484,2,31,99,0.015151515151515152,0.23484848484848486,0.75,0.7348484848484849
Houses of Goa Museum,Porvorim,49,4.387755102040816,2,9,38,0.04081632653061224,0.1836734693877551,0.7755102040816326,0.7346938775510203
Anjaneya Swamy Temple,Bengaluru,49,4.204081632653061,1,11,37,0.02040816326530612,0.22448979591836735,0.7551020408163265,0.7346938775510203
D Y Patil Sports Stadium,Navi Mumbai,369,4.224932249322493,12,74,283,0.032520325203252036,0.2005420054200542,0.7669376693766937,0.7344173441734417
Chopta,Ukhimath,252,4.246031746031746,8,51,193,0.031746031746031744,0.20238095238095238,0.7658730158730159,0.7341269841269842
Don Bosco Centre for Indigenous Cultures,Shillong,673,4.158989598811293,23,133,517,0.03417533432392273,0.1976225854383358,0.7682020802377415,0.7340267459138188
Van Vihar National Park,Bhopal,342,4.242690058479532,26,39,277,0.07602339181286549,0.11403508771929824,0.8099415204678363,0.7339181286549707
Mahalaxmi Temple,Kolhapur,1067,4.225866916588566,38,208,821,0.03561387066541706,0.1949390815370197,0.7694470477975632,0.7338331771321461
Deltin Royale,Panjim,958,4.339248434237996,75,105,778,0.07828810020876827,0.10960334029227557,0.8121085594989561,0.7338204592901878
Bhalu Gaad Waterfalls,Mukteshwar,139,4.330935251798561,7,23,109,0.050359712230215826,0.16546762589928057,0.7841726618705036,0.7338129496402878
Desert Culture Centre & Museum,Jaisalmer,169,4.272189349112426,6,33,130,0.03550295857988166,0.1952662721893491,0.7692307692307693,0.7337278106508877
Himalayan Mountaineering Institute,Darjeeling,1243,4.1383748994368466,38,255,950,0.030571198712791632,0.20514883346741755,0.7642799678197908,0.7337087691069991
Jantar Mantar - Jaipur,Jaipur,5862,4.217161378369157,190,1183,4489,0.032412146025247356,0.20180825656772433,0.7657795974070283,0.7333674513817809
UbEx,Rishikesh,15,4.4,1,2,12,0.06666666666666667,0.13333333333333333,0.8,0.7333333333333334
Siddhnath Mahadev Temple,Surat,15,4.333333333333333,1,2,12,0.06666666666666667,0.13333333333333333,0.8,0.7333333333333334
Travel Amigo,Howrah,15,4.333333333333333,2,0,13,0.13333333333333333,0.0,0.8666666666666667,0.7333333333333334
Vazhani Dam,Thrissur,30,4.333333333333333,1,6,23,0.03333333333333333,0.2,0.7666666666666667,0.7333333333333334
Peace Park,Mount Abu,30,4.3,1,6,23,0.03333333333333333,0.2,0.7666666666666667,0.7333333333333334
Bamanvad Ji Temple,Sirohi,15,4.266666666666667,1,2,12,0.06666666666666667,0.13333333333333333,0.8,0.7333333333333334
Lifestyle Mall,Pune,15,4.266666666666667,2,0,13,0.13333333333333333,0.0,0.8666666666666667,0.7333333333333334
Mahila Bagh Zhalra,Jodhpur,15,4.266666666666667,1,2,12,0.06666666666666667,0.13333333333333333,0.8,0.7333333333333334
Sri Venkateswara Temple,Mandapeta,30,4.233333333333333,1,6,23,0.03333333333333333,0.2,0.7666666666666667,0.7333333333333334
Beas Kund,Manali,150,4.226666666666667,9,22,119,0.06,0.14666666666666667,0.7933333333333333,0.7333333333333334
Sindhrot Check Dam,Vadodara,45,4.222222222222222,2,8,35,0.044444444444444446,0.17777777777777778,0.7777777777777778,0.7333333333333334
Durgapur Barrage,Durgapur,75,4.213333333333333,2,16,57,0.02666666666666667,0.21333333333333335,0.76,0.7333333333333334
Baba Bhalku Railway Museum,Shimla,15,4.2,1,2,12,0.06666666666666667,0.13333333333333333,0.8,0.7333333333333334
Naam Art Gallery,Dharamsala,15,4.2,1,2,12,0.06666666666666667,0.13333333333333333,0.8,0.7333333333333334
Rudrasagar Lake,Agartala,15,4.2,1,2,12,0.06666666666666667,0.13333333333333333,0.8,0.7333333333333334
Shashur Monastery,Keylong,15,4.2,1,2,12,0.06666666666666667,0.13333333333333333,0.8,0.7333333333333334
Shree Radha Ras Bihari Ashta Sakhi Temple,Vrindavan,15,4.2,1,2,12,0.06666666666666667,0.13333333333333333,0.8,0.7333333333333334
Tapkeshwari Temple,Bhuj,15,4.2,1,2,12,0.06666666666666667,0.13333333333333333,0.8,0.7333333333333334
V-Pra Kaayal Floating Park,Kannur,15,4.2,1,2,12,0.06666666666666667,0.13333333333333333,0.8,0.7333333333333334
Narrow Gauge Rail Museum,Nagpur,30,4.166666666666667,1,6,23,0.03333333333333333,0.2,0.7666666666666667,0.7333333333333334
Waki Woods,Nagpur,15,4.133333333333334,1,2,12,0.06666666666666667,0.13333333333333333,0.8,0.7333333333333334
Durgiana Temple,Amritsar,825,4.126060606060606,23,174,628,0.027878787878787878,0.2109090909090909,0.7612121212121212,0.7333333333333334
Dogra Art Museum,Jammu City,15,4.066666666666666,1,2,12,0.06666666666666667,0.13333333333333333,0.8,0.7333333333333334
Merion Sky Mall,Rohtak,15,4.066666666666666,1,2,12,0.06666666666666667,0.13333333333333333,0.8,0.7333333333333334
Nirvana Organic Store,Mukteshwar,15,4.466666666666667,0,4,11,0.0,0.26666666666666666,0.7333333333333333,0.7333333333333333
St Blaise Church,Carambolim,15,4.4,0,4,11,0.0,0.26666666666666666,0.7333333333333333,0.7333333333333333
Litchi Gardens,Muzaffarpur,15,4.333333333333333,0,4,11,0.0,0.26666666666666666,0.7333333333333333,0.7333333333333333
Tampara Lake,Ganjam,15,4.333333333333333,0,4,11,0.0,0.26666666666666666,0.7333333333333333,0.7333333333333333
Thimmarayaswamy Fort Temple,Bengaluru,15,4.333333333333333,0,4,11,0.0,0.26666666666666666,0.7333333333333333,0.7333333333333333
Godavari Dham Temple,Kota,15,4.266666666666667,0,4,11,0.0,0.26666666666666666,0.7333333333333333,0.7333333333333333
Markonahalli Dam,Tumkur,15,4.266666666666667,0,4,11,0.0,0.26666666666666666,0.7333333333333333,0.7333333333333333
Radhanagari Dam,Kolhapur,15,4.266666666666667,0,4,11,0.0,0.26666666666666666,0.7333333333333333,0.7333333333333333
Sharda Devi Temple,Maihar,15,4.266666666666667,0,4,11,0.0,0.26666666666666666,0.7333333333333333,0.7333333333333333
Adi Shancharachaya Temple,Kalady,45,4.2444444444444445,0,12,33,0.0,0.26666666666666666,0.7333333333333333,0.7333333333333333
ISKCON Varanasi,Varanasi,30,4.233333333333333,0,8,22,0.0,0.26666666666666666,0.7333333333333333,0.7333333333333333
Bokar Ngedon Chokhor Ling Monastery,Mirik,45,4.222222222222222,1,10,34,0.022222222222222223,0.2222222222222222,0.7555555555555555,0.7333333333333333
Appanapalli Temple,Amalapuram,15,4.2,0,4,11,0.0,0.26666666666666666,0.7333333333333333,0.7333333333333333
Vidyashankara Temple,Sringeri,30,4.2,0,8,22,0.0,0.26666666666666666,0.7333333333333333,0.7333333333333333
Durga Devi Zone,Jim Corbett National Park,15,4.133333333333334,0,4,11,0.0,0.26666666666666666,0.7333333333333333,0.7333333333333333
G. M. C. Balayogi Athletic Stadium,Hyderabad,15,4.133333333333334,0,4,11,0.0,0.26666666666666666,0.7333333333333333,0.7333333333333333
Gangadwar,Nashik,15,4.133333333333334,0,4,11,0.0,0.26666666666666666,0.7333333333333333,0.7333333333333333
Kaduthuruthy Shiva Temple,Kochi (Cochin),30,4.133333333333334,0,8,22,0.0,0.26666666666666666,0.7333333333333333,0.7333333333333333
Khirachora Gopinatha Temple,Gouradanda,15,4.133333333333334,0,4,11,0.0,0.26666666666666666,0.7333333333333333,0.7333333333333333
Rishabhadeva Temple,Jaisalmer,15,4.133333333333334,0,4,11,0.0,0.26666666666666666,0.7333333333333333,0.7333333333333333
The Royal Garages,Rajkot,15,4.133333333333334,0,4,11,0.0,0.26666666666666666,0.7333333333333333,0.7333333333333333
Worli Fort,Mumbai,15,4.133333333333334,0,4,11,0.0,0.26666666666666666,0.7333333333333333,0.7333333333333333
Nehru Art Gallery,Bhilai,15,4.0,0,4,11,0.0,0.26666666666666666,0.7333333333333333,0.7333333333333333
Ashtabhuji Devi Temple,Mirzapur,15,3.933333333333333,0,4,11,0.0,0.26666666666666666,0.7333333333333333,0.7333333333333333
The Forum Koramangala Mall,Bengaluru,367,4.209809264305177,15,68,284,0.04087193460490463,0.18528610354223432,0.773841961852861,0.7329700272479563
Aliyar Dam,Valparai,131,4.236641221374046,6,23,102,0.04580152671755725,0.17557251908396945,0.7786259541984732,0.732824427480916
South City Mall,Kolkata,202,4.252475247524752,11,32,159,0.054455445544554455,0.15841584158415842,0.7871287128712872,0.7326732673267327
Krishna's Butter Ball,Mahabalipuram,617,4.19611021069692,23,119,475,0.03727714748784441,0.19286871961102106,0.7698541329011345,0.7325769854132901
Prashar Lake,Mandi,228,4.267543859649122,7,47,174,0.03070175438596491,0.20614035087719298,0.7631578947368421,0.7324561403508772
VR Punjab,Mohali,127,4.299212598425197,5,24,98,0.03937007874015748,0.1889763779527559,0.7716535433070866,0.732283464566929
Shri Laxminath Temple,Bikaner,56,4.25,2,11,43,0.03571428571428571,0.19642857142857142,0.7678571428571429,0.7321428571428572
Ramdevra Temple,Jodhpur,56,4.125,2,11,43,0.03571428571428571,0.19642857142857142,0.7678571428571429,0.7321428571428572
Governer's Palace,Daman,56,4.214285714285714,1,13,42,0.017857142857142856,0.23214285714285715,0.75,0.7321428571428571
Cholamandal Artists' Village,Chennai,56,4.089285714285714,3,9,44,0.05357142857142857,0.16071428571428573,0.7857142857142857,0.7321428571428571
Sudama Setu (Sudama Bridge),Dwarka,97,4.154639175257732,3,20,74,0.030927835051546393,0.20618556701030927,0.7628865979381443,0.7319587628865979
India Seashell Museum,Mahabalipuram,220,4.2681818181818185,11,37,172,0.05,0.16818181818181818,0.7818181818181819,0.7318181818181818
Qutub Minar,New Delhi,10277,4.242775128928676,491,1775,8011,0.04777658849858908,0.1727157730855308,0.7795076384158801,0.731731049917291
Kodungallur Bhagavathi Temple,Kodungallur,41,4.2926829268292686,1,9,31,0.024390243902439025,0.21951219512195122,0.7560975609756098,0.7317073170731707
Tawang Buddhist Monastery,Tawang,287,4.2229965156794425,6,65,216,0.020905923344947737,0.2264808362369338,0.7526132404181185,0.7317073170731707
Green Valley,Shimla,369,4.219512195121951,14,71,284,0.037940379403794036,0.19241192411924118,0.7696476964769647,0.7317073170731707
Murudeshwar Beach,Murdeshwar,149,4.201342281879195,6,28,115,0.040268456375838924,0.18791946308724833,0.7718120805369127,0.7315436241610738
Bharat Mata Temple,Varanasi,108,4.2592592592592595,4,21,83,0.037037037037037035,0.19444444444444445,0.7685185185185185,0.7314814814814814
Pangateng Tso Lake,Tawang,67,4.1940298507462686,2,14,51,0.029850746268656716,0.208955223880597,0.7611940298507462,0.7313432835820896
Parliament House,New Delhi,424,4.160377358490566,14,86,324,0.0330188679245283,0.2028301886792453,0.7641509433962265,0.7311320754716981
Arunachaleshwara Temple,Thiruvannamalai,238,4.218487394957983,8,48,182,0.03361344537815126,0.20168067226890757,0.7647058823529411,0.7310924369747899
Cathedral Church of the Redemption,New Delhi,26,4.384615384615385,1,5,20,0.038461538461538464,0.19230769230769232,0.7692307692307693,0.7307692307692308
Dutch Gardens,Surat,26,4.269230769230769,1,5,20,0.038461538461538464,0.19230769230769232,0.7692307692307693,0.7307692307692308
Sidhi Vinayak Temple,Murud,26,4.230769230769231,1,5,20,0.038461538461538464,0.19230769230769232,0.7692307692307693,0.7307692307692308
Rajmachi Garden,Khandala,104,4.211538461538462,8,12,84,0.07692307692307693,0.11538461538461539,0.8076923076923077,0.7307692307692308
Kote Venkataramana Temple,Bengaluru,26,4.153846153846154,1,5,20,0.038461538461538464,0.19230769230769232,0.7692307692307693,0.7307692307692308
Sri Srikanteshwara Temple,Nanjangud,26,4.038461538461538,2,3,21,0.07692307692307693,0.11538461538461539,0.8076923076923077,0.7307692307692308
Moti Talao,Sawantwadi,26,4.384615384615385,0,7,19,0.0,0.2692307692307692,0.7307692307692307,0.7307692307692307
Divar Island,Panjim,78,4.256410256410256,2,17,59,0.02564102564102564,0.21794871794871795,0.7564102564102564,0.7307692307692307
Kolar Dam,Bhopal,26,4.230769230769231,3,1,22,0.11538461538461539,0.038461538461538464,0.8461538461538461,0.7307692307692307
Kopar Khairane Holding Pond,Navi Mumbai,26,4.230769230769231,0,7,19,0.0,0.2692307692307692,0.7307692307692307,0.7307692307692307
Bering Nag Temple,Sangla,26,4.076923076923077,0,7,19,0.0,0.2692307692307692,0.7307692307692307,0.7307692307692307
Fantasy Park,Palakkad,26,4.076923076923077,3,1,22,0.11538461538461539,0.038461538461538464,0.8461538461538461,0.7307692307692307
Kanyakumari Wax Museum,Kanyakumari,219,4.2785388127853885,13,33,173,0.0593607305936073,0.1506849315068493,0.7899543378995434,0.730593607305936
Parvati Temple,Bhubaneswar,412,4.199029126213592,11,89,312,0.02669902912621359,0.21601941747572814,0.7572815533980582,0.7305825242718447
Sanjay Gandhi National Park,Mumbai,857,4.225204200700117,39,153,665,0.045507584597432905,0.17852975495915985,0.7759626604434072,0.7304550758459744
Syntheri Rock,Dandeli,230,4.234782608695652,12,38,180,0.05217391304347826,0.16521739130434782,0.782608695652174,0.7304347826086957
Kothari's Patwaon-Ki-Haveli,Jaisalmer,1606,4.236612702366127,65,303,1238,0.040473225404732256,0.18866749688667497,0.7708592777085927,0.7303860523038604
Meghalaya’s Mawlynnong,Shillong,89,4.269662921348314,2,20,67,0.02247191011235955,0.2247191011235955,0.7528089887640449,0.7303370786516854
Balewadi Stadium (Shri Shiv Chhatrapati),Pune,63,4.2063492063492065,3,11,49,0.047619047619047616,0.1746031746031746,0.7777777777777778,0.7301587301587302
Himalayan Tibet Museum,Darjeeling,63,4.317460317460317,2,13,48,0.031746031746031744,0.20634920634920634,0.7619047619047619,0.7301587301587301
Chavakkad Beach,Thrissur,63,4.285714285714286,4,9,50,0.06349206349206349,0.14285714285714285,0.7936507936507936,0.7301587301587301
Barsana Shri Radha Rani Temple,Mathura,63,4.26984126984127,0,17,46,0.0,0.2698412698412698,0.7301587301587301,0.7301587301587301
Old Goa,Goa Velha,978,4.236196319018405,46,172,760,0.04703476482617587,0.17586912065439672,0.7770961145194274,0.7300613496932515
Camel Valley,Igatpuri,100,4.27,9,9,82,0.09,0.09,0.82,0.73
Mukteshwar Dham,Mukteshwar,200,4.27,8,38,154,0.04,0.19,0.77,0.73
Rani Roopmati Pavillion,Mandu,174,4.2988505747126435,8,31,135,0.04597701149425287,0.1781609195402299,0.7758620689655172,0.7298850574712643
Gardens Galleria,Noida,37,4.324324324324325,3,4,30,0.08108108108108109,0.10810810810810811,0.8108108108108109,0.7297297297297298
Paniyeli Poru,Kuruppampady,37,4.297297297297297,2,6,29,0.05405405405405406,0.16216216216216217,0.7837837837837838,0.7297297297297297
Sri Anantha Padmanabha Swamy devasthanam,Vikarabad,37,4.27027027027027,0,10,27,0.0,0.2702702702702703,0.7297297297297297,0.7297297297297297
Achal Garh Temple,Mount Abu,37,4.1891891891891895,2,6,29,0.05405405405405406,0.16216216216216217,0.7837837837837838,0.7297297297297297
Rewari Steam Locomotive Shed & Rail Museum,Rewari,37,4.1891891891891895,0,10,27,0.0,0.2702702702702703,0.7297297297297297,0.7297297297297297
Kalia Bhomora Setu,Tezpur,37,4.108108108108108,0,10,27,0.0,0.2702702702702703,0.7297297297297297,0.7297297297297297
Vagamon Kurisumala,Vagamon,85,4.258823529411765,5,13,67,0.058823529411764705,0.15294117647058825,0.788235294117647,0.7294117647058823
Pandav Falls and Caves,Panna,85,4.2,3,17,65,0.03529411764705882,0.2,0.7647058823529411,0.7294117647058823
32-km Loop Road,Yercaud,617,4.304700162074554,34,99,484,0.055105348460291734,0.16045380875202594,0.7844408427876823,0.7293354943273906
Ranipuram,Kasaragod,48,4.416666666666667,2,9,37,0.041666666666666664,0.1875,0.7708333333333334,0.7291666666666667
Buddh International Circuit,Greater Noida,96,4.291666666666667,4,18,74,0.041666666666666664,0.1875,0.7708333333333334,0.7291666666666667
Keladi,Shimoga,48,4.270833333333333,0,13,35,0.0,0.2708333333333333,0.7291666666666666,0.7291666666666666
Koperkhairane Lake,Navi Mumbai,48,4.208333333333333,3,7,38,0.0625,0.14583333333333334,0.7916666666666666,0.7291666666666666
Gurudwara Data Bandi Chhod Qilla Gwalior,Gwalior,155,4.296774193548387,10,22,123,0.06451612903225806,0.14193548387096774,0.7935483870967742,0.7290322580645161
Kedareswara Temple,Hassan,107,4.308411214953271,4,21,82,0.037383177570093455,0.19626168224299065,0.7663551401869159,0.7289719626168224
1 MG Lido Mall,Bengaluru,107,4.261682242990654,2,25,80,0.018691588785046728,0.2336448598130841,0.7476635514018691,0.7289719626168224
Sunset View Point,Kanyakumari,284,4.235915492957746,16,45,223,0.056338028169014086,0.15845070422535212,0.7852112676056338,0.7288732394366196
Table Land,Panchgani,745,4.206711409395973,39,124,582,0.052348993288590606,0.16644295302013423,0.7812080536912752,0.7288590604026846
Chamunda Nandikeshwar Temple,Dharamsala,129,4.147286821705427,9,17,103,0.06976744186046512,0.13178294573643412,0.7984496124031008,0.7286821705426356
Auli,Chamoli,140,4.357142857142857,4,30,106,0.02857142857142857,0.21428571428571427,0.7571428571428571,0.7285714285714285
Bugle Rock,Bengaluru,70,4.142857142857143,2,15,53,0.02857142857142857,0.21428571428571427,0.7571428571428571,0.7285714285714285
Five Falls Courtallam,Courtallam,81,4.1234567901234565,2,18,61,0.024691358024691357,0.2222222222222222,0.7530864197530864,0.7283950617283951
Ananthagiri Hills,Vikarabad,114,4.2894736842105265,6,19,89,0.05263157894736842,0.16666666666666666,0.7807017543859649,0.7280701754385965
Central Park at Connaught Place,New Delhi,114,4.192982456140351,6,19,89,0.05263157894736842,0.16666666666666666,0.7807017543859649,0.7280701754385965
Diwan-e-Khas Hall of Private Audience,Jaipur,239,4.138075313807532,4,57,178,0.016736401673640166,0.2384937238493724,0.7447698744769874,0.7280334728033472
St. Mary's Church,Belgaum,191,4.157068062827225,5,42,144,0.02617801047120419,0.2198952879581152,0.7539267015706806,0.7277486910994765
